

*******************************************************************************
Ephemeris / WWW_USER Fri Nov 17 09:16:00 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: LRO (spacecraft) (-85)          {source: LRO_merged}
Center body name: Moon (301)                      {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2023-Oct-26 00:00:00.0000 TDB
Stop  time      : A.D. 2023-Oct-27 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 1737.4, 1737.4, 1737.4 km       {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 1 (position only)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2460243.753472222, A.D. 2023-Oct-26 06:05:00.0000, -1.125908681142726E+03,  8.666037432665109E+02,  1.137703562454172E+03,
2460243.754166667, A.D. 2023-Oct-26 06:06:00.0000, -1.081095161506382E+03,  8.196338211053309E+02,  1.212056344223676E+03,
2460243.754861111, A.D. 2023-Oct-26 06:07:00.0000, -1.033117135427310E+03,  7.702605805566737E+02,  1.282855865400434E+03,
2460243.755555556, A.D. 2023-Oct-26 06:08:00.0000, -9.821106665469124E+02,  7.186260859456195E+02,  1.349889537893619E+03,
2460243.756250000, A.D. 2023-Oct-26 06:09:00.0000, -9.282210664965678E+02,  6.648795084748137E+02,  1.412955400479461E+03,
2460243.756944444, A.D. 2023-Oct-26 06:10:00.0000, -8.716025198167772E+02,  6.091766236756180E+02,  1.471862746432413E+03,
2460243.757638889, A.D. 2023-Oct-26 06:11:00.0000, -8.124176953992574E+02,  5.516793042018550E+02,  1.526432731843041E+03,
2460243.758333333, A.D. 2023-Oct-26 06:12:00.0000, -7.508371422177297E+02,  4.925547969288646E+02,  1.576498914863458E+03,
2460243.759027778, A.D. 2023-Oct-26 06:13:00.0000, -6.870389857597183E+02,  4.319753513209403E+02,  1.621907854627843E+03,
2460243.759722222, A.D. 2023-Oct-26 06:14:00.0000, -6.212090488622780E+02,  3.701183891461488E+02,  1.662519841216898E+03,
2460243.760416667, A.D. 2023-Oct-26 06:15:00.0000, -5.535399746478070E+02,  3.071656278620592E+02,  1.698209356780585E+03,
2460243.761111111, A.D. 2023-Oct-26 06:16:00.0000, -4.842306150977965E+02,  2.433025265303825E+02,  1.728865577212500E+03,
2460243.761805556, A.D. 2023-Oct-26 06:17:00.0000, -4.134853678469080E+02,  1.787177087341568E+02,  1.754392828807446E+03,
2460243.762500000, A.D. 2023-Oct-26 06:18:00.0000, -3.415134657208109E+02,  1.136023590205576E+02,  1.774710989832516E+03,
2460243.763194445, A.D. 2023-Oct-26 06:19:00.0000, -2.685282328104950E+02,  4.814959825452979E+01,  1.789755829272035E+03,
2460243.763888889, A.D. 2023-Oct-26 06:20:00.0000, -1.947463221366634E+02, -1.744615567654432E+01,  1.799479276205711E+03,
2460243.764583333, A.D. 2023-Oct-26 06:21:00.0000, -1.203869498429704E+02, -8.298983486960856E+01,  1.803849614998425E+03,
2460243.765277778, A.D. 2023-Oct-26 06:22:00.0000, -4.567101187573280E+01, -1.482864014170898E+02,  1.802851734511464E+03,
2460243.765972222, A.D. 2023-Oct-26 06:23:00.0000,  2.917958923481638E+01, -2.131414777794106E+02,  1.796487095514125E+03,
2460243.766666667, A.D. 2023-Oct-26 06:24:00.0000,  1.039422767173965E+02, -2.773618816191206E+02,  1.784773321502602E+03,
2460243.767361111, A.D. 2023-Oct-26 06:25:00.0000,  1.783947066635010E+02, -3.407562970131687E+02,  1.767744348125804E+03,
2460243.768055555, A.D. 2023-Oct-26 06:26:00.0000,  2.523154699995648E+02, -4.031358897084244E+02,  1.745450316108613E+03,
2460243.768750000, A.D. 2023-Oct-26 06:27:00.0000,  3.254847839678987E+02, -4.643149117554883E+02,  1.717957416359038E+03,
2460243.769444444, A.D. 2023-Oct-26 06:28:00.0000,  3.976851762446458E+02, -5.241112953908356E+02,  1.685347689994813E+03,
2460243.770138889, A.D. 2023-Oct-26 06:29:00.0000,  4.687021606029011E+02, -5.823472350539660E+02,  1.647718780698865E+03,
2460243.770833333, A.D. 2023-Oct-26 06:30:00.0000,  5.383249029616709E+02, -6.388497563209596E+02,  1.605183636335988E+03,
2460243.771527778, A.D. 2023-Oct-26 06:31:00.0000,  6.063468765909201E+02, -6.934512702990044E+02,  1.557870156817621E+03,
2460243.772222222, A.D. 2023-Oct-26 06:32:00.0000,  6.725665291624027E+02, -7.459900548702710E+02,  1.505920863694363E+03,
2460243.772916667, A.D. 2023-Oct-26 06:33:00.0000,  7.367878987214644E+02, -7.963108081231776E+02,  1.449492392243284E+03,
2460243.773611111, A.D. 2023-Oct-26 06:34:00.0000,  7.988211593570304E+02, -8.442653081585307E+02,  1.388754742952702E+03,
2460243.774305556, A.D. 2023-Oct-26 06:35:00.0000,  8.584832655437640E+02, -8.897127745919352E+02,  1.323890850226758E+03,
2460243.775000000, A.D. 2023-Oct-26 06:36:00.0000,  9.155985426603584E+02, -9.325202888665603E+02,  1.255095986169656E+03,
2460243.775694444, A.D. 2023-Oct-26 06:37:00.0000,  9.699992584063439E+02, -9.725631819254450E+02,  1.182577122686022E+03,
2460243.776388889, A.D. 2023-Oct-26 06:38:00.0000,  1.021526171614300E+03, -1.009725388831256E+03,  1.106552254646150E+03,
2460243.777083333, A.D. 2023-Oct-26 06:39:00.0000,  1.070029053587758E+03, -1.043899772261153E+03,  1.027249684427712E+03,
2460243.777777778, A.D. 2023-Oct-26 06:40:00.0000,  1.115367176745960E+03, -1.074988416848156E+03,  9.449072686153067E+02,
2460243.778472222, A.D. 2023-Oct-26 06:41:00.0000,  1.157409765214368E+03, -1.102902896001857E+03,  8.597716284185160E+02,
2460243.779166667, A.D. 2023-Oct-26 06:42:00.0000,  1.196036253796658E+03, -1.127564385974693E+03,  7.720974411154496E+02,
2460243.779861111, A.D. 2023-Oct-26 06:43:00.0000,  1.231136745234020E+03, -1.148903953682762E+03,  6.821465200883536E+02,
2460243.780555556, A.D. 2023-Oct-26 06:44:00.0000,  1.262612731730100E+03, -1.166863102576864E+03,  5.901866094886635E+02,
2460243.781250000, A.D. 2023-Oct-26 06:45:00.0000,  1.290377039938234E+03, -1.181393680831607E+03,  4.964907127528587E+02,
2460243.781944444, A.D. 2023-Oct-26 06:46:00.0000,  1.314353957239713E+03, -1.192457946981162E+03,  4.013362377324665E+02,
2460243.782638889, A.D. 2023-Oct-26 06:47:00.0000,  1.334479304332926E+03, -1.200028594588435E+03,  3.050041430838616E+02,
2460243.783333333, A.D. 2023-Oct-26 06:48:00.0000,  1.350700464450580E+03, -1.204088738573329E+03,  2.077780881206850E+02,
2460243.784027778, A.D. 2023-Oct-26 06:49:00.0000,  1.362976385335496E+03, -1.204631870813964E+03,  1.099435835975987E+02,
2460243.784722222, A.D. 2023-Oct-26 06:50:00.0000,  1.371277569079015E+03, -1.201661792543723E+03,  1.178714067874853E+01,
2460243.785416667, A.D. 2023-Oct-26 06:51:00.0000,  1.375586062148679E+03, -1.195192530123952E+03, -8.640458417635148E+01,
2460243.786111111, A.D. 2023-Oct-26 06:52:00.0000,  1.375895032978675E+03, -1.185248082596468E+03, -1.843455503202682E+02,
2460243.786805556, A.D. 2023-Oct-26 06:53:00.0000,  1.372209018144407E+03, -1.171862401158729E+03, -2.817512490702348E+02,
2460243.787500000, A.D. 2023-Oct-26 06:54:00.0000,  1.364545145712618E+03, -1.155079726285957E+03, -3.783398593465536E+02,
2460243.788194444, A.D. 2023-Oct-26 06:55:00.0000,  1.352932335711375E+03, -1.134954163042234E+03, -4.738329269692458E+02,
2460243.788888889, A.D. 2023-Oct-26 06:56:00.0000,  1.337411104202853E+03, -1.111549464596457E+03, -5.679561744489224E+02,
2460243.789583333, A.D. 2023-Oct-26 06:57:00.0000,  1.318033308184065E+03, -1.084938778698478E+03, -6.604402833667666E+02,
2460243.790277778, A.D. 2023-Oct-26 06:58:00.0000,  1.294861830998445E+03, -1.055204355513808E+03, -7.510216439082012E+02,
2460243.790972222, A.D. 2023-Oct-26 06:59:00.0000,  1.267970225265482E+03, -1.022437221797634E+03, -8.394430703542914E+02,
2460243.791666667, A.D. 2023-Oct-26 07:00:00.0000,  1.237442331734754E+03, -9.867368273149652E+02, -9.254544821792242E+02,
2460243.792361111, A.D. 2023-Oct-26 07:01:00.0000,  1.203371891854622E+03, -9.482106698119510E+02, -1.008813551078461E+03,
2460243.793055556, A.D. 2023-Oct-26 07:02:00.0000,  1.165861920329509E+03, -9.069738539598568E+02, -1.089286330824659E+03,
2460243.793750000, A.D. 2023-Oct-26 07:03:00.0000,  1.125024472948106E+03, -8.631487166403654E+02, -1.166647826507675E+03,
2460243.794444445, A.D. 2023-Oct-26 07:04:00.0000,  1.080981038903701E+03, -8.168645698983435E+02, -1.240682501484276E+03,
2460243.795138889, A.D. 2023-Oct-26 07:05:00.0000,  1.033861770670046E+03, -7.682572000703860E+02, -1.311184833636344E+03,
2460243.795833333, A.D. 2023-Oct-26 07:06:00.0000,  9.838050806075335E+02, -7.174684370300299E+02, -1.377959814277322E+03,
2460243.796527778, A.D. 2023-Oct-26 07:07:00.0000,  9.309572184241842E+02, -6.646457178148993E+02, -1.440823416463640E+03,
2460243.797222222, A.D. 2023-Oct-26 07:08:00.0000,  8.754718235915061E+02, -6.099416455928374E+02, -1.499603031465805E+03,
2460243.797916667, A.D. 2023-Oct-26 07:09:00.0000,  8.175094563029124E+02, -5.535135463302153E+02, -1.554137871438948E+03,
2460243.798611111, A.D. 2023-Oct-26 07:10:00.0000,  7.572371114948182E+02, -4.955230251351018E+02, -1.604279336404874E+03,
2460243.799305555, A.D. 2023-Oct-26 07:11:00.0000,  6.948277209845837E+02, -4.361355237333477E+02, -1.649891343961848E+03,
2460243.800000000, A.D. 2023-Oct-26 07:12:00.0000,  6.304596429939847E+02, -3.755198302793710E+02, -1.690850648443808E+03,
2460243.800694444, A.D. 2023-Oct-26 07:13:00.0000,  5.643161536479602E+02, -3.138476699136413E+02, -1.727047080201774E+03,
2460243.801388889, A.D. 2023-Oct-26 07:14:00.0000,  4.965849632651662E+02, -2.512934098292516E+02, -1.758383678417999E+03,
2460243.802083333, A.D. 2023-Oct-26 07:15:00.0000,  4.274577126525110E+02, -1.880335258938669E+02, -1.784776918984775E+03,
2460243.802777778, A.D. 2023-Oct-26 07:16:00.0000,  3.571294776814757E+02, -1.242461428633536E+02, -1.806156869496616E+03,
2460243.803472222, A.D. 2023-Oct-26 07:17:00.0000,  2.857982762077008E+02, -6.011056983980370E+01, -1.822467315388836E+03,
2460243.804166667, A.D. 2023-Oct-26 07:18:00.0000,  2.136645759155508E+02,  4.193168398257853E+00, -1.833665859283800E+03,
2460243.804861111, A.D. 2023-Oct-26 07:19:00.0000,  1.409308013552800E+02,  6.848480148191766E+01, -1.839723994341407E+03,
2460243.805555556, A.D. 2023-Oct-26 07:20:00.0000,  6.780083820392611E+01,  1.325842820844148E+02, -1.840627152000658E+03,
2460243.806250000, A.D. 2023-Oct-26 07:21:00.0000, -5.520467200258281E+00,  1.963122503521314E+02, -1.836374724056740E+03,
2460243.806944444, A.D. 2023-Oct-26 07:22:00.0000, -7.882783324184129E+01,  2.594905492191391E+02, -1.826980061627129E+03,
2460243.807638889, A.D. 2023-Oct-26 07:23:00.0000, -1.519160422959831E+02,  3.219426417146683E+02, -1.812470439651631E+03,
2460243.808333333, A.D. 2023-Oct-26 07:24:00.0000, -2.245804140079999E+02,  3.834938861489368E+02, -1.792886990469729E+03,
2460243.809027778, A.D. 2023-Oct-26 07:25:00.0000, -2.966173781398684E+02,  4.439720776247196E+02, -1.768284623587398E+03,
2460243.809722222, A.D. 2023-Oct-26 07:26:00.0000, -3.678250202035997E+02,  5.032078960396148E+02, -1.738731905591014E+03,
2460243.810416667, A.D. 2023-Oct-26 07:27:00.0000, -4.380036285743699E+02,  5.610353496939094E+02, -1.704310904419534E+03,
2460243.811111111, A.D. 2023-Oct-26 07:28:00.0000, -5.069562385904137E+02,  6.172922134327748E+02, -1.665116995866770E+03,
2460243.811805556, A.D. 2023-Oct-26 07:29:00.0000, -5.744891683050082E+02,  6.718204580948061E+02, -1.621258630751222E+03,
2460243.812500000, A.D. 2023-Oct-26 07:30:00.0000, -6.404125408091350E+02,  7.244666680908684E+02, -1.572857062140780E+03,
2460243.813194444, A.D. 2023-Oct-26 07:31:00.0000, -7.045407887508627E+02,  7.750824442928320E+02, -1.520046033180712E+03,
2460243.813888889, A.D. 2023-Oct-26 07:32:00.0000, -7.666931858526659E+02,  8.235248237098746E+02, -1.462971613714280E+03,
2460243.814583333, A.D. 2023-Oct-26 07:33:00.0000, -8.266942849694751E+02,  8.696566317824913E+02, -1.401791702384077E+03,
2460243.815277778, A.D. 2023-Oct-26 07:34:00.0000, -8.843742137193913E+02,  9.133467322964004E+02, -1.336675084416031E+03,
2460243.815972222, A.D. 2023-Oct-26 07:35:00.0000, -9.395691763736540E+02,  9.544704190635854E+02, -1.267801364983982E+03,
2460243.816666667, A.D. 2023-Oct-26 07:36:00.0000, -9.921218721496407E+02,  9.929097464401951E+02, -1.195360596764939E+03,
2460243.817361111, A.D. 2023-Oct-26 07:37:00.0000, -1.041881905152346E+03,  1.028553850828998E+03, -1.119552897288179E+03,
2460243.818055556, A.D. 2023-Oct-26 07:38:00.0000, -1.088706189088931E+03,  1.061299264875071E+03, -1.040588051066728E+03,
2460243.818750000, A.D. 2023-Oct-26 07:39:00.0000, -1.132459347568161E+03,  1.091050224360837E+03, -9.586850838556254E+02,
2460243.819444444, A.D. 2023-Oct-26 07:40:00.0000, -1.173014109874377E+03,  1.117718967091280E+03, -8.740717964959064E+02,
2460243.820138889, A.D. 2023-Oct-26 07:41:00.0000, -1.210251701063884E+03,  1.141226022274798E+03, -7.869842474183081E+02,
2460243.820833333, A.D. 2023-Oct-26 07:42:00.0000, -1.244062120222661E+03,  1.161500413162987E+03, -6.976664145519316E+02,
2460243.821527778, A.D. 2023-Oct-26 07:43:00.0000, -1.274344574266521E+03,  1.178479964538307E+03, -6.063694286628133E+02,
2460243.822222222, A.D. 2023-Oct-26 07:44:00.0000, -1.301008128138492E+03,  1.192111759887070E+03, -5.133501804064659E+02,
2460243.822916667, A.D. 2023-Oct-26 07:45:00.0000, -1.323971832679061E+03,  1.202352214297294E+03, -4.188710132366760E+02,
2460243.823611111, A.D. 2023-Oct-26 07:46:00.0000, -1.343164985610521E+03,  1.209167234197200E+03, -3.231990295925650E+02,
2460243.824305556, A.D. 2023-Oct-26 07:47:00.0000, -1.358527358772233E+03,  1.212532343603437E+03, -2.266053866154205E+02,
2460243.825000000, A.D. 2023-Oct-26 07:48:00.0000, -1.370009392062842E+03,  1.212432777036280E+03, -1.293645884053827E+02,
2460243.825694445, A.D. 2023-Oct-26 07:49:00.0000, -1.377572359019250E+03,  1.208863542795403E+03, -3.175377226352856E+01,
2460243.826388889, A.D. 2023-Oct-26 07:50:00.0000, -1.381188509225147E+03,  1.201829460836647E+03,  6.594801474484973E+01,
2460243.827083333, A.D. 2023-Oct-26 07:51:00.0000, -1.380841192267777E+03,  1.191345179524123E+03,  1.634605530331310E+02,
2460243.827777778, A.D. 2023-Oct-26 07:52:00.0000, -1.376524907806423E+03,  1.177435177246869E+03,  2.605031711880335E+02,
2460243.828472222, A.D. 2023-Oct-26 07:53:00.0000, -1.368245425305096E+03,  1.160133738322776E+03,  3.567955348877539E+02,
2460243.829166667, A.D. 2023-Oct-26 07:54:00.0000, -1.356020042935153E+03,  1.139484924935885E+03,  4.520585484655472E+02,
2460243.829861111, A.D. 2023-Oct-26 07:55:00.0000, -1.339877552566526E+03,  1.115542551426571E+03,  5.460151180565399E+02,
2460243.830555555, A.D. 2023-Oct-26 07:56:00.0000, -1.319858257667627E+03,  1.088370130182141E+03,  6.383909773599560E+02,
2460243.831250000, A.D. 2023-Oct-26 07:57:00.0000, -1.296013951769273E+03,  1.058040793288545E+03,  7.289155226677540E+02,
2460243.831944444, A.D. 2023-Oct-26 07:58:00.0000, -1.268407850834250E+03,  1.024637184132884E+03,  8.173226519937416E+02,
2460243.832638889, A.D. 2023-Oct-26 07:59:00.0000, -1.237114475884242E+03,  9.882513129851286E+02,  9.033516036927275E+02,
2460243.833333333, A.D. 2023-Oct-26 08:00:00.0000, -1.202219483778113E+03,  9.489843711390531E+02,  9.867477895685789E+02,
2460243.834027778, A.D. 2023-Oct-26 08:01:00.0000, -1.163819445892295E+03,  9.069464992952296E+02,  1.067263617250544E+03,
2460243.834722222, A.D. 2023-Oct-26 08:02:00.0000, -1.122021793977532E+03,  8.622565912409525E+02,  1.144659228900005E+03,
2460243.835416667, A.D. 2023-Oct-26 08:03:00.0000, -1.076944371888589E+03,  8.150419208482203E+02,  1.218703331865468E+03,
2460243.836111111, A.D. 2023-Oct-26 08:04:00.0000, -1.028714459118433E+03,  7.654375218522903E+02,  1.289174146677155E+03,
2460243.836805556, A.D. 2023-Oct-26 08:05:00.0000, -9.774688106296817E+02,  7.135859238242699E+02,  1.355859995447809E+03,
2460243.837500000, A.D. 2023-Oct-26 08:06:00.0000, -9.233533408952062E+02,  6.596367309766634E+02,  1.418559966164715E+03,
2460243.838194444, A.D. 2023-Oct-26 08:07:00.0000, -8.665227979101473E+02,  6.037461775976758E+02,  1.477084542643341E+03,
2460243.838888889, A.D. 2023-Oct-26 08:08:00.0000, -8.071404238259420E+02,  5.460766649903217E+02,  1.531256202336402E+03,
2460243.839583333, A.D. 2023-Oct-26 08:09:00.0000, -7.453775895499275E+02,  4.867962813568291E+02,  1.580909986837964E+03,
2460243.840277778, A.D. 2023-Oct-26 08:10:00.0000, -6.814133901378955E+02,  4.260783054627195E+02,  1.625894049405935E+03,
2460243.840972222, A.D. 2023-Oct-26 08:11:00.0000, -6.154341888593044E+02,  3.641006944123720E+02,  1.666070182479805E+03,
2460243.841666667, A.D. 2023-Oct-26 08:12:00.0000, -5.476332463546423E+02,  3.010455311383739E+02,  1.701314167173693E+03,
2460243.842361111, A.D. 2023-Oct-26 08:13:00.0000, -4.782100684730685E+02,  2.370984965238515E+02,  1.731516346214072E+03,
2460243.843055556, A.D. 2023-Oct-26 08:14:00.0000, -4.073693249754142E+02,  1.724483765338668E+02,  1.756582545375680E+03,
2460243.843750000, A.D. 2023-Oct-26 08:15:00.0000, -3.353203976113000E+02,  1.072864341623454E+02,  1.776434201056459E+03,
2460243.844444444, A.D. 2023-Oct-26 08:16:00.0000, -2.622766769359587E+02,  4.180580467509117E+01,  1.791008673470960E+03,
2460243.845138889, A.D. 2023-Oct-26 08:17:00.0000, -1.884548381702043E+02, -2.379912384705165E+01,  1.800259492402297E+03,
2460243.845833333, A.D. 2023-Oct-26 08:18:00.0000, -1.140741083957255E+02, -8.933334180690861E+01,  1.804156529808458E+03,
2460243.846527778, A.D. 2023-Oct-26 08:19:00.0000, -3.935553197562695E+01, -1.546018570092964E+02,  1.802686100792936E+03,
2460243.847222222, A.D. 2023-Oct-26 08:20:00.0000,  3.547875982336700E+01, -2.194103366743020E+02,  1.795850996053580E+03,
2460243.847916667, A.D. 2023-Oct-26 08:21:00.0000,  1.102062701977557E+02, -2.835657479599113E+02,  1.783670450097458E+03,
2460243.848611111, A.D. 2023-Oct-26 08:22:00.0000,  1.846049165506847E+02, -3.468770296819613E+02,  1.766180075775085E+03,
2460243.849305556, A.D. 2023-Oct-26 08:23:00.0000,  2.584536831094301E+02, -4.091556961049936E+02,  1.743431697543142E+03,
2460243.850000000, A.D. 2023-Oct-26 08:24:00.0000,  3.315330979462015E+02, -4.702163417962514E+02,  1.715493089658837E+03,
2460243.850694444, A.D. 2023-Oct-26 08:25:00.0000,  4.036260367791983E+02, -5.298773084964990E+02,  1.682447796860052E+03,
2460243.851388889, A.D. 2023-Oct-26 08:26:00.0000,  4.745184067652444E+02, -5.879612789995779E+02,  1.644394866202294E+03,
2460243.852083333, A.D. 2023-Oct-26 08:27:00.0000,  5.439998219957342E+02, -6.442958534527975E+02,  1.601448535255478E+03,
2460243.852777778, A.D. 2023-Oct-26 08:28:00.0000,  6.118642696497845E+02, -6.987141055161003E+02,  1.553737875515444E+03,
2460243.853472222, A.D. 2023-Oct-26 08:29:00.0000,  6.779107629803475E+02, -7.510551148020731E+02,  1.501406388552427E+03,
2460243.854166667, A.D. 2023-Oct-26 08:30:00.0000,  7.419439772257465E+02, -8.011644724643444E+02,  1.444611552475145E+03,
2460243.854861111, A.D. 2023-Oct-26 08:31:00.0000,  8.037748647601111E+02, -8.488947574477195E+02,  1.383524316828330E+03,
2460243.855555556, A.D. 2023-Oct-26 08:32:00.0000,  8.632214141110890E+02, -8.941061007030107E+02,  1.318328680349977E+03,
2460243.856250000, A.D. 2023-Oct-26 08:33:00.0000,  9.201091120641213E+02, -9.366665262573082E+02,  1.249221001601790E+03,
2460243.856944445, A.D. 2023-Oct-26 08:34:00.0000,  9.742710053871269E+02, -9.764519956824855E+02,  1.176408953700293E+03,
2460243.857638889, A.D. 2023-Oct-26 08:35:00.0000,  1.025548544757301E+03, -1.013346996584075E+03,  1.100111084813163E+03,
2460243.858333333, A.D. 2023-Oct-26 08:36:00.0000,  1.073792141288344E+03, -1.047244919230832E+03,  1.020556133067112E+03,
2460243.859027778, A.D. 2023-Oct-26 08:37:00.0000,  1.118861697252200E+03, -1.078048408190378E+03,  9.379823113539263E+02,
2460243.859722222, A.D. 2023-Oct-26 08:38:00.0000,  1.160627102411410E+03, -1.105669684489019E+03,  8.526365624184218E+02,
2460243.860416667, A.D. 2023-Oct-26 08:39:00.0000,  1.198968681466184E+03, -1.130030829349339E+03,  7.647737800142265E+02,
2460243.861111111, A.D. 2023-Oct-26 08:40:00.0000,  1.233777579347487E+03, -1.151064021063831E+03,  6.746559927804395E+02,
2460243.861805555, A.D. 2023-Oct-26 08:41:00.0000,  1.264956073793932E+03, -1.168711718022228E+03,  5.825515092568277E+02,
2460243.862500000, A.D. 2023-Oct-26 08:42:00.0000,  1.292418167214899E+03, -1.182926966033668E+03,  4.887343184106894E+02,
2460243.863194444, A.D. 2023-Oct-26 08:43:00.0000,  1.316089536691783E+03, -1.193673363325585E+03,  3.934829926221415E+02,
2460243.863888889, A.D. 2023-Oct-26 08:44:00.0000,  1.335906580359093E+03, -1.200924538883264E+03,  2.970788960954866E+02,
2460243.864583333, A.D. 2023-Oct-26 08:45:00.0000,  1.351817118497158E+03, -1.204664453324421E+03,  1.998057896459669E+02,
2460243.865277778, A.D. 2023-Oct-26 08:46:00.0000,  1.363780511366320E+03, -1.204887390038824E+03,  1.019489931693522E+02,
2460243.865972222, A.D. 2023-Oct-26 08:47:00.0000,  1.371767760452291E+03, -1.201597925271584E+03,  3.794572494481940E+00,
2460243.866666667, A.D. 2023-Oct-26 08:48:00.0000,  1.375761595199816E+03, -1.194810881013167E+03, -9.437144869012275E+01,
2460243.867361111, A.D. 2023-Oct-26 08:49:00.0000,  1.375756532794272E+03, -1.184551257002529E+03, -1.922638631556020E+02,
2460243.868055556, A.D. 2023-Oct-26 08:50:00.0000,  1.371758897607157E+03, -1.170854137215893E+03, -2.895990525145763E+02,
2460243.868750000, A.D. 2023-Oct-26 08:51:00.0000,  1.363786787687743E+03, -1.153764565898071E+03, -3.860957682342675E+02,
2460243.869444444, A.D. 2023-Oct-26 08:52:00.0000,  1.351870202445018E+03, -1.133337420123959E+03, -4.814756336679736E+02,
2460243.870138889, A.D. 2023-Oct-26 08:53:00.0000,  1.336050761353108E+03, -1.109637200547526E+03, -5.754641203351213E+02,
2460243.870833333, A.D. 2023-Oct-26 08:54:00.0000,  1.316380813844444E+03, -1.082737696797172E+03, -6.677922364831743E+02,
2460243.871527778, A.D. 2023-Oct-26 08:55:00.0000,  1.292923552574124E+03, -1.052721759214593E+03, -7.581968126985748E+02,
2460243.872222222, A.D. 2023-Oct-26 08:56:00.0000,  1.265752752738190E+03, -1.019680992430511E+03, -8.464212121975797E+02,
2460243.872916667, A.D. 2023-Oct-26 08:57:00.0000,  1.234952488605690E+03, -9.837154192072322E+02, -9.322160010086250E+02,
2460243.873611111, A.D. 2023-Oct-26 08:58:00.0000,  1.200616834987537E+03, -9.449331190118678E+02, -1.015339572043641E+03,
2460243.874305556, A.D. 2023-Oct-26 08:59:00.0000,  1.162849552741158E+03, -9.034498451503716E+02, -1.095558728886416E+03,
2460243.875000000, A.D. 2023-Oct-26 09:00:00.0000,  1.121763756559812E+03, -8.593886244621697E+02, -1.172649236241817E+03,
2460243.875694444, A.D. 2023-Oct-26 09:01:00.0000,  1.077481562856818E+03, -8.128793435334278E+02, -1.246396344101913E+03,
2460243.876388889, A.D. 2023-Oct-26 09:02:00.0000,  1.030133733986469E+03, -7.640583124701686E+02, -1.316595161888354E+03,
2460243.877083333, A.D. 2023-Oct-26 09:03:00.0000,  9.798592749272357E+02, -7.130678407697527E+02, -1.383051213763861E+03,
2460243.877777778, A.D. 2023-Oct-26 09:04:00.0000,  9.268049538686755E+02, -6.600558409388919E+02, -1.445581291401669E+03,
2460243.878472222, A.D. 2023-Oct-26 09:05:00.0000,  8.711248836233863E+02, -6.051753703134201E+02, -1.504013672320441E+03,
2460243.879166667, A.D. 2023-Oct-26 09:06:00.0000,  8.129800595833221E+02, -5.485841895618211E+02, -1.558188503703363E+03,
2460243.879861111, A.D. 2023-Oct-26 09:07:00.0000,  7.525378824305371E+02, -4.904443197627368E+02, -1.607958150192963E+03,
2460243.880555556, A.D. 2023-Oct-26 09:08:00.0000,  6.899716691985959E+02, -4.309215984920957E+02, -1.653187503297014E+03,
2460243.881250000, A.D. 2023-Oct-26 09:09:00.0000,  6.254601558258291E+02, -3.701852354730111E+02, -1.693754254998631E+03,
2460243.881944444, A.D. 2023-Oct-26 09:10:00.0000,  5.591869943079655E+02, -3.084073680640190E+02, -1.729549138535984E+03,
2460243.882638889, A.D. 2023-Oct-26 09:11:00.0000,  4.913402473200113E+02, -2.457626166127218E+02, -1.760476139361261E+03,
2460243.883333333, A.D. 2023-Oct-26 09:12:00.0000,  4.221119063436054E+02, -1.824276258028319E+02, -1.786452633873433E+03,
2460243.884027778, A.D. 2023-Oct-26 09:13:00.0000,  3.516973697227077E+02, -1.185806272424687E+02, -1.807409572664143E+03,
2460243.884722222, A.D. 2023-Oct-26 09:14:00.0000,  2.802948785020853E+02, -5.440103154440544E+01, -1.823291746281926E+03,
2460243.885416667, A.D. 2023-Oct-26 09:15:00.0000,  2.081050720889471E+02,  9.931047276875006E+00, -1.834057811728313E+03,
2460243.886111111, A.D. 2023-Oct-26 09:16:00.0000,  1.353305055663805E+02,  7.423524861088981E+01, -1.839680360307959E+03,
2460243.886805556, A.D. 2023-Oct-26 09:17:00.0000,  6.217516639875248E+01,  1.383314248104108E+02, -1.840145956831834E+03,
2460243.887500000, A.D. 2023-Oct-26 09:18:00.0000, -1.115601285081357E+01,  2.020401028890288E+02, -1.835455149941749E+03,
2460243.888194445, A.D. 2023-Oct-26 09:19:00.0000, -8.445764990535099E+01,  2.651829469531065E+02, -1.825622454731711E+03,
2460243.888888889, A.D. 2023-Oct-26 09:20:00.0000, -1.575244197528809E+02,  3.275832197156211E+02, -1.810676308573982E+03,
2460243.889583333, A.D. 2023-Oct-26 09:21:00.0000, -2.301515755957225E+02,  3.890662412741217E+02, -1.790659000621413E+03,
2460243.890277778, A.D. 2023-Oct-26 09:22:00.0000, -3.021353755402961E+02,  4.494598560839650E+02, -1.765626485032973E+03,
